name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction
Commissionarte of Central Excise Audit-1,"35RX+WCR Nehru, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,1,4.0,No,No,No,Government office,,None Found
GST Manager,"Office suite 5, D Space, 45, Montieth Road, Ceebros Centre, 3rd Floor, Egmore, Chennai, Tamil Nadu 600008",gstmanager.com,,9,5.0,No,No,No,Tax consultant, Opens 9:30am Mon,None Found
GST Consultants in Chennai,"1423, Varaha Valencia, 13th Main Rd, H Block, Anna Nagar West, Chennai, Tamil Nadu 600040",auditdsa.in,096001 89144,3,5.0,No,No,No,Auditor, Opens 10am Sat,None Found
TAX CONSULTANT / GST TAX CONSULTANT / INCOME TAX CONSULTANT,,sritax.in,,,,No,No,No,Tax preparation service, 9pm ,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, Closes 10pm,None Found
AM Accounting Services,"85/44 Muthamman Koil Street Ayanavaram Chennai, Chennai, Tamil Nadu 600023",sites.google.com,086107 03600,8,5.0,No,No,No,Accountant, Opens 10am Sat,None Found
GST Bhawan Office of the Principal Chief Commissioner Of GST and Central Excise,"no.26, GST Bhawan, 1, Uthamar Gandhi Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600034",gstchennai.gov.in,044 2833 1010,41,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
deputy commissioner of cgst,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
"GYT ASSOCIATES (GST Filling, Income Tax Filing, Accounts, Fssai Reg. Udyam, Tax consultant)","41, Kamaraj St, near H6 R.K.Nagar, Moopanar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,,4,5.0,No,No,No,Tax consultant,,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, 9pm ,None Found
Vignesh and Associates (Auditors in Chennai) GST REGISTRATION & FILING CENTRE IN CHENNAI(REGD GST PRACTITIONER),"Old No.91 New, 136, Sri Rangammal St, Washermanpet, Chennai, Tamil Nadu 600021",,085535 54339,18,4.8,No,No,No,Auditor, 9pm ,None Found
GST Bhawan Canteen,"110, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034",,,132,4.3,No,No,No,Cafeteria, Opens 9:30am Mon,None Found
ROC MATTERS | COMPANY REGISTRATION | GST REGISTRATION | INCOME TAX FILING | TRADEMARK,"12, Arumugam St, R.V. Nagar, Thiruvalluvar Nagar, Kilpauk Garden Colony, Kilpauk, Chennai, Tamil Nadu 600010",,075500 54072,1,4.0,No,No,No,Consultant, Opens 10am Sat,None Found
GST Tax Academy,"714, Madras Thiruvallur High Rd, Periyar Nagar, Mannurpet, Padi, Chennai, Tamil Nadu 600050",gsttaxacademy.in,075500 85215,101,4.8,No,No,No,Education center, Opens 9:30am Sat,None Found
GST Tax Academy,"600, 050, Madras Thiruvallur High Rd, Mannurpet, Anna Nagar, Chennai, Tamil Nadu 600049",gsttaxacademy.in,075500 65215,,,No,No,No,Education center,,None Found
GST Central Excise Divisions Ambattur Ponneri and Gummidipoondi,"A-1, R-40, 100 Feet Road, Thillaiyadi Valliammai Nagar, Thirumangalam, Mogappair, Chennai, Tamil Nadu 600050",,,14,4.5,No,No,No,Tax department, Opens 9:30am Mon,None Found
Nandambakkam GST circle,"3667+GGF, 2nd St, Loganathan Nagar, Padmanabha Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",,,4,4.5,No,No,No,Central Government Office,,None Found
Central excise office round tanna,"36P7+2WQ, Anna Nagar 3rd Main Rd, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,1,4.0,No,No,No,Government office, Opens 10am Mon,None Found
GST office,"363X+6PW, Tirumurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600006",,,2,4.5,No,No,No,Government office,,None Found
Government Commercial Tax Office,"No 256, Paper Mills Road, Neelam Garden, Kolathur, Chennai, Tamil Nadu 600011",ctd.tn.gov.in,,,,No,No,No,Tax collector's office,,None Found
"Integrated Commercial Taxes building, Nandanam","537, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",ctd.tn.gov.in,,23,4.5,No,No,No,Government office, Opens 10am Mon,None Found
Government of Tamil Nadu - Commercial Taxes,"No. 5, First Floor, High Court Colony Rd, Main Street, Thiru Nagar, Villivakkam, Chennai, Tamil Nadu 600049",ctd.tn.gov.in,044 2618 4466,16,3.3,No,No,No,State government office, Opens 10am Mon,None Found
Gst Nilayam,"692, MHU Complex, Behind Periyar Building, Nandanam, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 9am Mon,None Found
Tamilnadu government sales tax office,"F-50, 1st Ave, VOC Nagar, Annanagar East, Chennai, Tamil Nadu 600102",,,1,5.0,No,No,No,Government office,,None Found
"CGST CHENNAI North Commissionerate,Chennai CGST Zone","26, 1, Uthamar Gandhi Rd, Tirumurthy Nagar, Thousand Lights, Chennai, Tamil Nadu 600006",,,1,5.0,No,No,No,Government office,,None Found
"Dr . S. Subramanian IRS (Retd) A Right GST , Customs & ED Consultant in Chennai","No. 1 , F 91 , F BLOCK , 2 Nd Streert, Anna nagar East, Valliammal Matruculation School Back Side, Chennai, Tamil Nadu 600102",,,,,No,No,No,Customs office,,None Found
Ramesh GST Consultant,"Nageswara Guruswamy St, Bharathi Nagar, Ayanavaram, Chennai, Tamil Nadu 600023",,,,,No,No,No,,,None Found
GST SUVIDHA SEWA KENDRAN OFFICE,"NO 6, N Red Hills Rd, Barathy Nagar, Valluvar Nagar, Kolathur, Chennai, Tamil Nadu 600099",,,,,No,No,No,Tax collector's office,,None Found
GS & Co (Accounting & Tax Consultantcy),"22, 32, Tiruppur Kumaran St, Perambur, Chennai, Tamil Nadu 600039",gsandcompanies.com,,2,5.0,No,No,No,Accountant,,None Found
"OFFICE OF THE JOINT COMMISSIONER,STATE TAX (GST), CHENNAI NORTH DIVISION.","32, Elephant Gate St, Periamet, Vepery, George Town, Chennai, Tamil Nadu 600003",,,10,4.6,No,No,No,Government office, Opens 10am Mon,None Found
"Integrated for Commercial Taxes, State Tax, (GST), Chennai (North) Division","32, Elephant Gate St, Periamet, Railway Colony, Chennai, Tamil Nadu 600003",ctd.tn.gov.in,,3,3.7,No,No,No,Government office, Opens 10am Mon,None Found
GST office,"273, Periamet, Badri Garden, Park Town, Chennai, Tamil Nadu 600003",,,,,No,No,No,Government office,,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, Closes 10pm,None Found
"GYT ASSOCIATES (GST Filling, Income Tax Filing, Accounts, Fssai Reg. Udyam, Tax consultant)","41, Kamaraj St, near H6 R.K.Nagar, Moopanar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,,4,5.0,No,No,No,Tax consultant,,None Found
Shah Taxway Consultancy,"2nd Floor, Jai Jinendra Apartment, 203, Kalathiappa St, B Block, Choolai, Chennai, Tamil Nadu 600112",7418222905.bzvz.in,074182 22905,7,4.4,No,No,No,Certified public accountant, Opens 10am Sat,None Found
GST Manager,"Office suite 5, D Space, 45, Montieth Road, Ceebros Centre, 3rd Floor, Egmore, Chennai, Tamil Nadu 600008",gstmanager.com,,9,5.0,No,No,No,Tax consultant, Opens 9:30am Mon,None Found
SRINIVASA ACCOUNTING SOLUTIONS & TAX CONSULTANTS - GST Training Centre,"No.39, 20, Audiappa St, Sowcarpet, George Town, Chennai, Tamil Nadu 600079",savemytax.in,073582 05711,302,4.8,No,No,No,Training center, Opens 10am Sat,None Found
Smartease Taxes - GST Registration and GST Filing,"429, Mint St, Sowcarpet, George Town, Chennai, Tamil Nadu 600001",,091769 33591,2,5.0,No,No,No,Tax consultant, 9pm ,None Found
GST Bhawan Office of the Principal Chief Commissioner Of GST and Central Excise,"no.26, GST Bhawan, 1, Uthamar Gandhi Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600034",gstchennai.gov.in,044 2833 1010,41,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
GST Suvidha Kendra,"Shop No C1, 2nd Floor at No, Audiappa Naicken St, kothawal bazaar, Seven Wells South, George Town, Chennai, Tamil Nadu 600001",gstsuvidhakendra.org,0120 686 0789,5,5.0,No,No,No,Certified public accountant, 8:30pm ,None Found
Gst Seva Kendra,"Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,28,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
Vignesh and Associates (Auditors in Chennai) GST REGISTRATION & FILING CENTRE IN CHENNAI(REGD GST PRACTITIONER),"Old No.91 New, 136, Sri Rangammal St, Washermanpet, Chennai, Tamil Nadu 600021",,085535 54339,18,4.8,No,No,No,Auditor, 9pm ,None Found
Office of Commissioner of GST and Central Excise Chennai Outer,"2054-1, 2nd Ave, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,1800 180 1961,21,4.7,No,No,No,Central Government Office,,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, 9pm ,None Found
"GYT ASSOCIATES (GST Filling, Income Tax Filing, Accounts, Fssai Reg. Udyam, Tax consultant)","41, Kamaraj St, near H6 R.K.Nagar, Moopanar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,,4,5.0,No,No,No,Tax consultant,,None Found
Gst Seva Kendra,"Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,28,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
Vignesh and Associates (Auditors in Chennai) GST REGISTRATION & FILING CENTRE IN CHENNAI(REGD GST PRACTITIONER),"Old No.91 New, 136, Sri Rangammal St, Washermanpet, Chennai, Tamil Nadu 600021",,085535 54339,18,4.8,No,No,No,Auditor, 9pm ,None Found
Office of Commissioner of GST and Central Excise Chennai Outer,"2054-1, 2nd Ave, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,1800 180 1961,21,4.7,No,No,No,Central Government Office,,None Found
GST Practitioner,"No 108 Major Saravanan Salai, Kargil Nagar, Tiruvottiyur, Chennai, Tamil Nadu 600019",,,,,No,No,No,Chartered accountant, Opens 9am Mon,None Found
"OFFICE OF THE JOINT COMMISSIONER,STATE TAX (GST), CHENNAI NORTH DIVISION.","32, Elephant Gate St, Periamet, Vepery, George Town, Chennai, Tamil Nadu 600003",,,10,4.6,No,No,No,Government office, Opens 10am Mon,None Found
"Integrated for Commercial Taxes, State Tax, (GST), Chennai (North) Division","32, Elephant Gate St, Periamet, Railway Colony, Chennai, Tamil Nadu 600003",ctd.tn.gov.in,,3,3.7,No,No,No,Government office, Opens 10am Mon,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, Closes 10pm,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, 9pm ,None Found
GST OFFICE IRUNGATTUKOTTAI DIVISION,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
GST Bhawan Office of the Principal Chief Commissioner Of GST and Central Excise,"no.26, GST Bhawan, 1, Uthamar Gandhi Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600034",gstchennai.gov.in,044 2833 1010,41,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
GST Central Excise Divisions Ambattur Ponneri and Gummidipoondi,"A-1, R-40, 100 Feet Road, Thillaiyadi Valliammai Nagar, Thirumangalam, Mogappair, Chennai, Tamil Nadu 600050",,,14,4.5,No,No,No,Tax department, Opens 9:30am Mon,None Found
"CGST Thiruvottiyur Division,Royapuram Division,Chennai North CGST Commissionerate, Chennai CGST Zone","459,Anna Salai,Anna Nagar, Teynampet, Chennai, Tamil Nadu 600018",,,1,4.0,No,No,No,Government office, Opens 9am Mon,None Found
GST office,"363X+6PW, Tirumurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600006",,,2,4.5,No,No,No,Government office,,None Found
Purasawalkam GST Division,"36M3+V3G, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040",,044 2614 2711,,,No,No,No,Central Government Office,,None Found
"Thirui Vi Ka Nagar Division, GST Chennai North Commissionerate","Gst Seva Kendra, Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office, Opens 9:30am Mon,None Found
GST office,"273, Periamet, Badri Garden, Park Town, Chennai, Tamil Nadu 600003",,,,,No,No,No,Government office,,None Found
"Central GST SEVA KENDRA, CHENNAI SOUTH COMMISSIONERATE","Mhu Complex, Behind Periyar Building, Nandanam, 692, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,044 2433 1177,32,4.6,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
GST Tax Academy,"714, Madras Thiruvallur High Rd, Periyar Nagar, Mannurpet, Padi, Chennai, Tamil Nadu 600050",gsttaxacademy.in,075500 85215,101,4.8,No,No,No,Education center, Opens 9:30am Sat,None Found
GST registration,"Bai kadai, 1/168 Venkateswara nagar,kolapakkam, Porur, Chennai, Tamil Nadu 600122",qualitytaxservice.co.in,081224 20986,66,4.6,No,No,No,Registration office, Opens 10am Sat,None Found
Government of Tamil Nadu - Commercial Taxes,"No. 5, First Floor, High Court Colony Rd, Main Street, Thiru Nagar, Villivakkam, Chennai, Tamil Nadu 600049",ctd.tn.gov.in,044 2618 4466,16,3.3,No,No,No,State government office, Opens 10am Mon,None Found
Nandambakkam GST circle,"3667+GGF, 2nd St, Loganathan Nagar, Padmanabha Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",,,4,4.5,No,No,No,Central Government Office,,None Found
Commissionarte of Central Excise Audit-1,"35RX+WCR Nehru, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,1,4.0,No,No,No,Government office,,None Found
Office of the Assistant commissioner of GST and Central Excise,"35QH+57X, Mogappair, Chennai, Tamil Nadu 600037",,,1,5.0,No,No,No,Government office,,None Found
"CGST CHENNAI North Commissionerate,Chennai CGST Zone","26, 1, Uthamar Gandhi Rd, Tirumurthy Nagar, Thousand Lights, Chennai, Tamil Nadu 600006",,,1,5.0,No,No,No,Government office,,None Found
"Integrated Commercial Taxes building, Nandanam","537, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",ctd.tn.gov.in,,23,4.5,No,No,No,Government office, Opens 10am Mon,None Found
Commercial Tax Office Annex,"CT - ANNEX BUILDING, 1, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",ctd.tn.gov.in,,42,4.0,No,No,No,Government office, Opens 10am Mon,None Found
CHENNAI GST AND LEGAL CONSULTANCY PRIVATE LIMITED,"30/93, Greenways Rd, MRC Nagar, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",,,1,4.0,No,No,No,Lawyer, 9pm ,None Found
"Ananda Office Centre, Central Excise Department","459, Anna Salai, Anna Nagar, Teynampet, Chennai, Tamil Nadu 600015",,,8,4.5,No,No,No,Government office,,None Found
GST office bio-metric,"Commercial Tax and Registrar's Office, Ground Floor, Integrated Building, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 10am Mon,None Found
Commercial Tax and Registration Department,"26FJ+HW6, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,19,4.6,No,No,No,Government office, Opens 10am Mon,None Found
"CGST Vadapalani, Valasaravakkam, Porur Divisions; Chennai South Commissionerate, Chennai CGST Zone","GROUND FLOOR, LAND MARK, Newry Sonex Towers, 2054 - I METRO STATION, 12th Main Rd, II AVENUE, Anna Nagar West, Chennai, 600040",,,1,4.0,No,No,No,Government office,,None Found
ITC limited - SBU Packaging & Printing,"P 2277, Ramanathapuram, Tiruvottiyur, Chennai, Tamil Nadu 600019",itcportal.com,044 2572 3174,184,4.2,No,No,No,Packaging company,,None Found
Gst Nilayam,"692, MHU Complex, Behind Periyar Building, Nandanam, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 9am Mon,None Found
Central excise office round tanna,"36P7+2WQ, Anna Nagar 3rd Main Rd, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,1,4.0,No,No,No,Government office, Opens 10am Mon,None Found
GST Chennai South Preventive,"692, Anna Salai, MHU Complex, Nandanam, Chennai, Tamil Nadu 600015",,,,,No,No,No,Government office, Opens 9am Sat,None Found
DGPM SRU GST CUSTOMS AND EXCISE,"Old No.617, Bharat Kumar Bhavan, 3RD FLOOR, No.418, Anna Salai, Chennai, Tamil Nadu 600006",,,,,No,No,No,Government office,,None Found
Chennai North Commissionerate - Head Quarters,"110, Nungambakkam High Rd, Sadras, Thousand Lights, Chennai, Tamil Nadu 600006",,,1,5.0,No,No,No,Government office,,None Found
GST REGISTRATION CENTRE (GST SUVIDHA KENDRA),"New No.37, Puliyur 2nd Main Road, 3rd Cross St, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",,082206 27627,,,No,No,No,Accounting firm, Opens 10am Sat,None Found
mylapore assesment circle (state gst),"26FJ+GV8 Integrated building for Offices of the Commercial taxes and Registration Department, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office,,None Found
"CGST Ambattur Division,Chennai North Commissionerate,CGST Chennai Zone","A-1, R-40, 100 Feet Road, Thillaiyadi Valliammai Nagar, Thirumangalam, Mogappair East, Mogappair, Mogappair, Chennai, Tamil Nadu 600050",,,1,5.0,No,No,No,Government office,,None Found
deputy commissioner of cgst,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
ZoneTax India,"No 33, 17, 1st Cross St, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024",zonetaxindia.com,099620 05820,90,5.0,No,No,No,Corporate office, Opens 10am Sat,None Found
Office of deputy commissioner of gst and excise,"35QH+4RR, E Mogappair Rd, Thiruvalluvar Nagar, J J Nagar, Mogappair, Chennai, Tamil Nadu 600050",,,,,No,No,No,Central Government Office,,None Found
Yayathi It Care GST Seva Kendra Chennai,"143, 7th street, Radhakrishnan Nagar, Rajakadai, Tiruvottiyur, Chennai, Tamil Nadu 600019",,,,,No,No,No,Accounting firm,,None Found
Government Commercial Tax Office,"No 256, Paper Mills Road, Neelam Garden, Kolathur, Chennai, Tamil Nadu 600011",ctd.tn.gov.in,,,,No,No,No,Tax collector's office,,None Found
Sales Tax Office,"2nd floor, M.S. Nagar, Mukta Gardens, Chetpet, Chennai, Tamil Nadu 600031",,,2,3.0,No,No,No,Local government office, Closes 5:45am Sat,None Found
LTU Audit,"1, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,45,4.5,No,No,No,Government office, Closes 5:45am Sat,None Found
"Customs,Central Excise","SAF Games Village, Annai Sathya Nagar, Koyambedu, Chennai, Tamil Nadu 600107",,,,,No,No,No,Tax collector's office,,None Found
Sales Tax Office,"233/114, Mannadi, George Town, Chennai, Tamil Nadu 600001",,,1,3.0,No,No,No,Tax collector's office,,None Found
Tax Guider,"Third Floor, New No599, Old No.230, Konnur High Rd, Ayanavaram, Chennai, Tamil Nadu 600023",taxguider.in,086950 08695,109,4.9,No,No,No,Tax preparation service, Opens 9:30am Sat,None Found
Central Excise Office Complex,"459, Anna Salai, Rathna Nagar, Teynampet, Chennai, Tamil Nadu 600018",,,4,4.5,No,No,No,Government office,,None Found
"Palaniyappa Maligai, Greams Road","Palaniappa Maligai, New No.10, Greams Rd, Chennai, 600006",,,10,4.0,No,No,No,Government office, Opens 10am Mon,None Found
RENU GST CONSULTANT,"VISAKA FLATS NEW, NO 02, Tharachand Nagar Main Rd, ANNEX, Virugambakkam, Chennai, Tamil Nadu 600092",,096771 25510,2,5.0,No,No,No,Consultant, Opens 10am Sat,None Found
"CGST, Chennai South Commissionerate HeadQuarters, Chennai Zone","POOMPUGAR SHIPPING CORPORATION, Mhu Complex, 692, Anna Salai, CIT Nagar East, Nandanam, Chennai, Tamil Nadu 600035",,,2,5.0,No,No,No,Government office, Opens 9:15am Mon,None Found
Commerical Taxes Department Padi,"10A, National Highway 205, Gopal Nagar, Padi, Chennai, Tamil Nadu 600050",,,,,No,No,No,Government office,,None Found
Tax India Firm,"10/32, 3rd Floor, Balaji Towers, Thiruvika Rd, opp. Sathyam Theatre, Peters Colony, Royapettah, Chennai, Tamil Nadu 600014",taxindiafirm.com,099625 74040,195,5.0,No,No,No,Tax preparation service, 9pm ,None Found
Chennai Tax Consultants,"H B Estate,3rd floor Old no.125,New, no.259, Linghi Chetty Street, Chennai, Tamil Nadu 600001",,097907 87552,98,4.6,No,No,No,Tax consultant, Opens 10am Sat,None Found
GAYATHRI TAX CONSULTANT PVT LTD,"No.6/18,The Marl, 2nd Floor AJ Block, 5th street, Shanthi Colony, Anna Nagar, W, Chennai, Tamil Nadu 600040",taxteam.in,095515 50000,243,4.6,No,No,No,Tax preparation service, Opens 9:30am Sat,None Found
Guru Siva Consultant,"2, Anna Street, 13, 1st Main Rd, Gangai Nagar, Kallikuppam, Chennai, Tamil Nadu 600053",gurusivaconsultant.in,099623 84864,1,5.0,No,No,No,Tax collector's office, Opens 9:30am Sat,None Found
TaxMarket | Consultants | Tax | Audit | Advisory,"1st Floor, Bhagawathi Palace, Plot No 3631, Anna Nagar 3rd Main Rd, J Block, Annanagar East, Chennai, Tamil Nadu 600102",taxmarket.in,097100 07514,26,5.0,No,No,No,Chartered accountant, Opens 9:30am Sat,None Found
Madhavaram sub-treasury office,"46VJ+9P7, 3rd Cross St, Deenadayalu Nagar, Madhavaram, Chennai, Tamil Nadu 600060",,,1,1.0,No,No,No,Local government office,,None Found
Aanoor Global,"117/2, Habibullah Rd, Rama Kamath Puram, T. Nagar, Chennai, Tamil Nadu 600017",aanoorglobal.com,074015 65656,38,4.8,No,No,No,Accounting firm, Opens 9:30am Sat,None Found
DGGI Chennai Zonal Unit,"Income Tax Office Bsnl, 16, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",,,4,3.3,No,No,No,Government office,,None Found
DGGI Chennai Zonal Unit,"Income Tax Office Bsnl, 16, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",,,4,3.3,No,No,No,Government office,,None Found
Income Tax Office (BSNL Building),"Income Tax Office Bsnl, 62, Greams Rd, Thousand Lights East, Thousand Lights, Chennai, Tamil Nadu 600006",,044 2833 8309,51,4.1,No,No,No,Government office, Opens 11am Mon,None Found
PAPJM BUILDING,"3783+GQM, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",,,2,4.5,No,No,No,Government office,,None Found
"Income Tax , Settlement Commission, Chennai","Anna Salai, Anna Colony, Teynampet, Chennai, Tamil Nadu 600035",,,5,3.2,No,No,No,Tax department,,None Found
Commercial Taxes Department,"4TH FLOOR, Ezhilagam, EZHILAGAM, PWD Estate, Chepauk, Triplicane, Chennai, Tamil Nadu 600005",ctd.tn.gov.in,,1,1.0,No,No,No,Government office,,None Found
PRECISION TAX CONSULTANCY,"no.626, 2, Door no.400/2,old, Anna Salai, Thousand Lights, Chennai, Tamil Nadu 600006",,098840 02551,4,5.0,No,No,No,Tax collector's office, Closes 10pm,None Found
Kamarajar Port Limited,"No: 17, Jawahar Building, Rajaji Rd, Chennai, Tamil Nadu 600001",kamarajarport.in,044 2525 1666,193,4.2,No,No,No,Corporate office, Opens 9:45am Mon,None Found
Director general of Income Tax,"No 108, Uthamar Gandhi Rd, Subba Road Avenue, Nungambakkam, Chennai, Tamil Nadu 600034",,1800 180 1961,15,4.2,No,No,No,Tax department, Opens 9:15am Mon,None Found
Customs Excise and Service Tax Appellate Tribunal,"I & III FLOOR, SHASTRI BHAVAN, 26, Haddows Rd, ANNEXE, Nungambakkam, Chennai, Tamil Nadu 600006",cestat.gov.in,044 2825 2306,3,3.3,No,No,No,Government office,,None Found
"Aayakar Bhawan (Income Tax office), Chennai","121, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034",tnincometax.gov.in,28338484,37,4.5,No,No,No,Central Government Office, Opens 9:15am Sat,None Found
"Dr . S. Subramanian IRS (Retd) A Right GST , Customs & ED Consultant in Chennai","No. 1 , F 91 , F BLOCK , 2 Nd Streert, Anna nagar East, Valliammal Matruculation School Back Side, Chennai, Tamil Nadu 600102",,,,,No,No,No,Customs office,,None Found
Palaniswamy & Co (GST CONSULTANT),"#43/77 First floor, Kamaraj Nagar, Ennore, Tamil Nadu 600057",,,,,No,No,No,,,None Found
GST SUVIDHA SEWA KENDRAN OFFICE,"NO 6, N Red Hills Rd, Barathy Nagar, Valluvar Nagar, Kolathur, Chennai, Tamil Nadu 600099",,,,,No,No,No,Tax collector's office,,None Found
"Gst support center,pallikkaranai","No 3 6th STREET WEST ANNA NAGAR, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 600100",,,,,No,No,No,Public works department,,None Found
S.Anguraj Sales Tax Consultant,"No.32,, Perambalu Street,, Old washermenpet, Chennai, Tamil Nadu 600021",,097899 63505,,,No,No,No,Tax collector's office,,None Found
GST Tax Academy,"714, Madras Thiruvallur High Rd, Periyar Nagar, Mannurpet, Padi, Chennai, Tamil Nadu 600050",gsttaxacademy.in,075500 85215,101,4.8,No,No,No,Education center, Opens 9:30am Sat,None Found
GST Central Excise Divisions Ambattur Ponneri and Gummidipoondi,"A-1, R-40, 100 Feet Road, Thillaiyadi Valliammai Nagar, Thirumangalam, Mogappair, Chennai, Tamil Nadu 600050",,,14,4.5,No,No,No,Tax department, Opens 9:30am Mon,None Found
Gst Seva Kendra,"Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,28,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
Office of Commissioner of GST and Central Excise Chennai Outer,"2054-1, 2nd Ave, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,1800 180 1961,21,4.7,No,No,No,Central Government Office,,None Found
GST Tax Academy,"600, 050, Madras Thiruvallur High Rd, Mannurpet, Anna Nagar, Chennai, Tamil Nadu 600049",gsttaxacademy.in,075500 65215,,,No,No,No,Education center,,None Found
"CGST Ambattur Division,Chennai North Commissionerate,CGST Chennai Zone","A-1, R-40, 100 Feet Road, Thillaiyadi Valliammai Nagar, Thirumangalam, Mogappair East, Mogappair, Mogappair, Chennai, Tamil Nadu 600050",,,1,5.0,No,No,No,Government office,,None Found
